,class_,Address_1,Address_2,use_p,research_date,research,phone_num,C_ad1,C_ad,temp_data,weather_data,rain_data,oz_data
469,만 수 정,35.210725,129.051193,100,2019-04-22,적합,051-550-4395,동래구청,부산광역시 동래구,15,"비, 어제보다 1˚ 높아요",60,0.002ppm
470,금 강  2,35.208664,129.053135,120,2019-04-22,적합,051-550-4395,동래구청,부산광역시 동래구,15,"비, 어제보다 1˚ 높아요",60,0.002ppm
471,엄광산,35.1411793081,129.0267032618,200,2019-08-01,적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
472,등나무,35.1620684769,129.015251419,150,2019-08-01,적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
473,용 골,35.1723131321,129.017190052,100,2019-08-01,부적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
474,고 산,35.1723131321,129.017190052,150,2019-08-01,적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
475,백 선,35.1723131321,129.017190052,100,2019-08-01,적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
476,오 행,35.1723131321,129.017190052,100,2019-08-01,적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
477,청 수,35.1723131321,129.017190052,150,2019-08-01,부적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
478,선암사,35.1769346542,129.0277443322,100,2019-08-01,적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
479,만수정,35.159864809,129.0782410402,200,2019-08-01,적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
480,금련암,35.1575049964,129.0787998702,150,2019-08-01,적합,051-605-4382,부산광역시 부산진구청,부산광역시 부산진구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
481,벽산,35.1943994,129.0141963,250,2019-01-24,적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
482,백천,35.2013514,129.0149966,100,2019-01-24,부적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
483,선강(하),35.1948948,128.9990817,270,2019-01-07,적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
484,백양산체육공원,35.1964182,129.0163737,250,2019-01-24,적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
485,금곡,35.2584846,129.0252813,250,2019-01-24,부적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
486,도개공,35.21803873,129.021114,270,2019-01-07,적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
487,삼정,35.2061597138,129.035563713,250,2019-01-07,적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
488,백만정,35.2002978,129.0371773,250,2019-01-07,적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
489,상학산,35.2233918,129.0360764,250,2019-01-24,적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
490,만수천,35.2267032,129.0419846,120,2019-01-24,부적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
491,병풍사,35.2159615,129.0510295,250,2019-01-07,적합,051-309-4387,부산광역시 북구청,부산광역시 북구,16,"비, 어제보다 1˚ 낮아요",60,0.006ppm
492,삼각산약수터,35.1720404508,128.997734955,100,2019-05-06,부적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
493,청수약수터,35.1720404508,128.997734955,100,2019-05-06,부적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
494,백수약수터,35.191183,128.996342,40,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
495,운수사약수터,35.184253,129.012967,300,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
496,서당골약수터,35.181192,129.000344,300,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
497,이칠약수터,35.185998,129.011131,50,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
498,불심약수터,35.125417,128.979325,80,2019-05-06,부적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
499,백련약수터,35.128097,128.983019,80,2019-05-06,부적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
500,승학(엄궁)약수터,35.119529,128.974225,200,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
501,백양골약수터,35.159854,128.999873,50,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
502,건강약수터,35.161109,129.005471,150,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
503,백양정약수터,35.157566,129.009092,50,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
504,복천약수터,35.141511,129.011081,100,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
505,삼운정약수터,35.141417,129.003993,100,2019-05-06,부적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
506,거북약수터,35.133197,128.983746,50,2019-05-06,적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
507,승학(학장)약수터,35.128523,128.989904,50,2019-05-06,부적합,051-310-5174,부산광역시 사상구청,부산광역시 사상구,16,"비, 어제보다 1˚ 낮아요",60,0.002ppm
508,김종수공동우물,35.095759,129.007546,65,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
509,천마산약수터,35.09191645,129.0102261,50,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
510,싸리골약수터,35.10798085,128.9992031,250,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
511,장수탑,35.1069800368,128.9997178545,130,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
512,마우골약수터,35.109022,128.987705,50,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
513,장수천약수터,35.11035857,128.989224,210,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
514,옹달샘약수터,35.091994,128.989177,81,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
515,낫개약수터,35.060213,128.986832,20,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
516,몰운대유원지약수터,35.039083,128.9688179,700,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
517,승학약수터,35.110962,128.9774425,170,2020-05-31,부적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
518,정각사약수터,35.11438866,128.9798268,100,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
519,보덕포약수터,35.06932975,128.9663257,50,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
520,돌샘약수터,35.10697934,128.9997166,80,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
521,석천공동우물,35.10474578,128.991384,100,2020-05-31,적합,051-220-4422,부산광역시 사하구,부산광역시 사하구,14,"비, 어제보다 1˚ 낮아요",60,0.009ppm
522,남부민동 천마정 공동우물,35.0857928851,129.020240298,100,2019-08-28,적합,051-240-4391,부산광역시 서구청,부산광역시 서구,16,"비, 어제보다 0˚ 높아요",60,0.009ppm
523,서대신동 꽃마을 공동우물,35.127376659,129.006581747,100,2019-08-28,적합,051-240-4391,부산광역시 서구청,부산광역시 서구,16,"비, 어제보다 0˚ 높아요",60,0.009ppm
524,구이 약수터,35.1216829766,129.016897022,50,2019-08-28,적합,051-240-4391,부산광역시 서구청,부산광역시 서구,16,"비, 어제보다 0˚ 높아요",60,0.009ppm
525,옥천 약수터,35.1216829766,129.016897022,150,2019-08-28,적합,051-240-4391,부산광역시 서구청,부산광역시 서구,16,"비, 어제보다 0˚ 높아요",60,0.009ppm
526,중앙공원 팔각정 공동우물,35.1216829766,129.016897022,500,2019-08-28,적합,051-240-4391,부산광역시 서구청,부산광역시 서구,16,"비, 어제보다 0˚ 높아요",60,0.009ppm
527,조광약수터,35.160368,129.101834,100,2018-11-07,적합,051-610-4391,부산광역시 수영구청,부산광역시 수영구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
528,삼성약수터,35.167338,129.100217,120,2018-11-07,적합,051-610-4391,부산광역시 수영구청,부산광역시 수영구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
529,양지약수터,35.168008,129.09504,50,2018-11-07,적합,051-610-4391,부산광역시 수영구청,부산광역시 수영구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
530,얼음골약수터,35.168008,129.09504,250,2018-11-07,적합,051-610-4391,부산광역시 수영구청,부산광역시 수영구,15,"비, 어제보다 1˚ 높아요",60,0.004ppm
531,미륵암약수터,35.0802742774,129.0627489237,50,2019-07-04,적합,051-419-4391,영도구,부산광역시 영도구,16,"비, 어제보다 0˚ 높아요",60,0.016ppm
532,태종대 두꺼비약수터,35.05693503,129.0810768574,70,2019-07-04,적합,051-419-4391,영도구,부산광역시 영도구,16,"비, 어제보다 0˚ 높아요",60,0.016ppm
533,태종대 용머리약수터,35.05693503,129.0810768574,80,2019-07-04,적합,051-419-4391,영도구,부산광역시 영도구,16,"비, 어제보다 0˚ 높아요",60,0.016ppm
534,청봉약수터,35.086811,129.057755,300,2019-07-04,적합,051-419-4391,영도구,부산광역시 영도구,16,"비, 어제보다 0˚ 높아요",60,0.016ppm
535,봉산약수터,35.091486,129.051261,250,2019-07-04,적합,051-419-4391,영도구,부산광역시 영도구,16,"비, 어제보다 0˚ 높아요",60,0.016ppm
536,복천사약수터,35.08250989,129.0506034,100,2019-07-04,적합,051-419-4391,영도구,부산광역시 영도구,16,"비, 어제보다 0˚ 높아요",60,0.016ppm
537,산정약수터,35.0811547018,129.0476246375,200,2019-07-04,적합,051-419-4391,영도구,부산광역시 영도구,16,"비, 어제보다 0˚ 높아요",60,0.016ppm
538,모천약수터,35.07348728,129.0540805,250,2019-07-04,적합,051-419-4391,영도구,부산광역시 영도구,16,"비, 어제보다 0˚ 높아요",60,0.016ppm
539,달터,37.4771158607,127.051886084,100,2020-07-07,부적합,02-3423-6284,서울특별시 강남구청,서울특별시 강남구,13,"맑음, 어제보다 0˚ 높아요",30,0.002ppm
540,청담,37.5207979095,127.0542755686,200,2020-07-07,부적합,02-3423-6284,서울특별시 강남구청,서울특별시 강남구,13,"맑음, 어제보다 0˚ 높아요",30,0.002ppm
541,정이생(상),37.6320081461,127.033230035,50,2019-03-26,적합,02-901-6935,강북구청 공원녹지과,서울특별시 강북구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.005ppm
542,냉골조기회,37.6371301958,126.9926719411,50,2019-03-26,적합,02-901-6935,강북구청 공원녹지과,서울특별시 강북구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.005ppm
543,삼성암밑,37.6371301958,126.9926719411,50,2019-03-26,적합,02-901-6935,강북구청 공원녹지과,서울특별시 강북구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.005ppm
544,영락,37.6371301958,126.9926719411,50,2019-05-13,적합,02-901-6935,강북구청 공원녹지과,서울특별시 강북구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.005ppm
545,용천수,37.6371301958,126.9926719411,50,2019-03-26,부적합,02-901-6935,강북구청 공원녹지과,서울특별시 강북구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.005ppm
546,세심천,37.6623578563,126.9952172432,50,2019-03-26,부적합,02-901-6935,강북구청 공원녹지과,서울특별시 강북구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.005ppm
547,쌍생수,37.4555991025,126.9457490906,150,2020-04-21,적합,02-879-6541,서울특별시 관악구청,서울특별시 관악구,14,"맑음, 어제보다 1˚ 낮아요",30,0.003ppm
548,완숙골약수터,37.55373,127.097581,1000,2019-02-18,적합,02-450-7775,서울특별시 광진구청,서울특별시 광진구,15,"구름많음, 어제보다 1˚ 낮아요",30,0.001ppm
549,만수천약수터,37.47419698,126.9087871,300,2018-08-06,적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
550,감로수약수터,37.45590122,126.9171342,50,2018-08-06,부적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
551,오리나무약수터,37.45590122,126.9171342,70,2018-08-06,부적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
552,순흥약수터,37.45764834,126.9083406,70,2018-08-06,부적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
553,시호천약수터,37.464864,126.909772,180,2018-08-06,부적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
554,불로천약수터,37.439878,126.910799,150,2018-08-06,부적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
555,치산약수터,37.442851,126.911492,220,2018-08-06,부적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
556,산복약수터,37.446376,126.914803,200,2018-08-06,적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
557,호천약수터,37.446025,126.918504,650,2018-08-06,적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
558,잣나무약수터,37.450393,126.924878,150,2018-07-23,적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
559,호암2약수터,37.45154228,126.925278,180,2018-07-23,부적합,02-2627-1665,서울특별시 금천구청,서울특별시 금천구,16,"구름많음, 어제보다 0˚ 높아요",30,0.001ppm
560,보람샘,37.660925,127.064157,200,2017-05-16,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
561,구암샘,37.690243,127.076511,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
562,벽운동천,37.681554,127.060168,500,2017-05-16,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
563,광석,37.679813,127.066777,50,2017-05-16,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
564,산신제터,37.669106,127.068657,100,2017-04-04,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
565,수암샘,37.683066,127.083946,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
566,동막골,37.683342,127.087072,100,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
567,통일샘,37.669853,127.091635,50,2017-04-04,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
568,폭포약수,37.665754,127.083626,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
569,불암약수,37.667159,127.083473,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
570,용천약수,37.667159,127.083473,50,2017-04-04,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
571,원터샘,37.650783,127.064647,200,2017-04-04,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
572,도암샘(생성),37.665584,127.083685,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
573,삿갓봉,37.657938,127.076152,200,2017-04-04,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
574,불암산악회,37.659156,127.087901,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
575,천병샘,37.659156,127.087901,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
576,정암샘,37.661973,127.079434,300,2017-04-04,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
577,청암샘,37.662581,127.083291,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
578,중계샘,37.656473,127.081236,50,2017-05-16,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
579,청록회,37.641962,127.088836,50,2017-05-16,부적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
580,충숙,37.641108,127.079725,200,2017-05-16,적합,02-2116-3952,노원구청 공원녹지과,서울특별시 노원구,14,"구름많음, 어제보다 1˚ 낮아요",30,0.012ppm
581,학수약수터,37.4928147213,126.9658185448,400,2018-11-07,적합,02-820-1397,서울특별시 동작구청,서울특별시 동작구,14,"맑음, 어제보다 1˚ 낮아요",30,0.006ppm
582,봉구천,37.5715152683,126.9461994143,100,2019-12-16,부적합,02-330-1715,서울특별시 서대문구청,서울특별시 서대문구,14,"맑음, 어제보다 1˚ 낮아요",30,0.003ppm
583,풍천,37.5715152683,126.9461994143,80,2019-12-16,부적합,02-330-1715,서울특별시 서대문구청,서울특별시 서대문구,14,"맑음, 어제보다 1˚ 낮아요",30,0.003ppm
584,율림석수,37.461536316,126.9916311353,100,2019-07-23,부적합,02-2155-6876,서울특별시 서초구청,서울특별시 서초구,12,"맑음, 어제보다 1˚ 높아요",30,0.003ppm
585,방배응봉,37.4776682743,126.9971283786,300,2019-07-23,부적합,02-2155-6883,서울특별시 서초구청,서울특별시 서초구,12,"맑음, 어제보다 1˚ 높아요",30,0.003ppm
586,성산,37.4712530923,127.0024553655,100,2019-07-23,부적합,02-2155-6884,서울특별시 서초구청,서울특별시 서초구,12,"맑음, 어제보다 1˚ 높아요",30,0.003ppm
587,우면정,37.4745142947,127.0106539459,150,2019-07-23,부적합,02-2155-6879,서울특별시 서초구청,서울특별시 서초구,12,"맑음, 어제보다 1˚ 높아요",30,0.003ppm
588,구룡,37.4690403114,127.0503719437,150,2019-07-23,적합,02-2155-6882,서울특별시 서초구청,서울특별시 서초구,12,"맑음, 어제보다 1˚ 높아요",30,0.003ppm
589,산토끼옹달샘,37.4367393714,127.0449491571,100,2019-07-23,부적합,02-2155-6874,서울특별시 서초구청,서울특별시 서초구,12,"맑음, 어제보다 1˚ 높아요",30,0.003ppm
590,청계골,37.4333803192,127.0537377162,150,2019-07-23,적합,02-2155-6875,서울특별시 서초구청,서울특별시 서초구,12,"맑음, 어제보다 1˚ 높아요",30,0.003ppm
591,녹산 약수터,37.5968622933,126.9834222416,50,2019-12-03,부적합,02-2241-3693,성북구청 공원녹지과,서울특별시 성북구,14,"맑음, 어제보다 1˚ 낮아요",30,0.003ppm
592,새북악 약수터,37.611988961,126.9913198312,50,2019-12-03,부적합,02-2241-3693,성북구청 공원녹지과,서울특별시 성북구,14,"맑음, 어제보다 1˚ 낮아요",30,0.003ppm
593,개운산계곡 옹달샘,37.5958620906,127.026913585,50,2019-12-03,부적합,02-2241-3693,성북구청 공원녹지과,서울특별시 성북구,14,"맑음, 어제보다 1˚ 낮아요",30,0.003ppm
594,장지약수터,37.487099,127.139926,100,2019-04-18,적합,02-2147-3401,서울특별시 송파구청,서울특별시 송파구,13,"맑음, 어제보다 1˚ 낮아요",30,0.002ppm
595,달거리,37.545067,126.878837,300,2019-03-25,적합,02-2620-3587,서울특별시 양천구청,서울특별시 양천구,16,"맑음, 어제보다 0˚ 높아요",30,0.004ppm
596,석산정,37.521138,126.827459,30,2019-03-25,부적합,02-2620-3587,서울특별시 양천구청,서울특별시 양천구,16,"맑음, 어제보다 0˚ 높아요",30,0.004ppm
597,연희,37.516736,126.825942,30,2019-03-25,적합,02-2620-3587,서울특별시 양천구청,서울특별시 양천구,16,"맑음, 어제보다 0˚ 높아요",30,0.004ppm
598,다락골,37.51536,126.851499,300,2019-03-25,부적합,02-2620-3587,서울특별시 양천구청,서울특별시 양천구,16,"맑음, 어제보다 0˚ 높아요",30,0.004ppm
599,우름바위,37.510368,126.856143,400,2019-03-25,적합,02-2620-3587,서울특별시 양천구청,서울특별시 양천구,16,"맑음, 어제보다 0˚ 높아요",30,0.004ppm
600,매봉,37.505753,126.839641,300,2019-03-25,적합,02-2620-3587,서울특별시 양천구청,서울특별시 양천구,16,"맑음, 어제보다 0˚ 높아요",30,0.004ppm
601,서부(우),37.6238509076,126.9095222706,100,2019-08-09,부적합,02-351-8009,서울특별시 은평구청,서울특별시 은평구,15,"맑음, 어제보다 2˚ 높아요",30,0.002ppm
602,앵봉(좌),37.6272770471,126.9100360331,100,2019-08-09,부적합,02-351-8009,서울특별시 은평구청,서울특별시 은평구,15,"맑음, 어제보다 2˚ 높아요",30,0.002ppm
603,수국사,37.6152152939,126.9053463748,100,2019-08-09,부적합,02-351-8009,서울특별시 은평구청,서울특별시 은평구,15,"맑음, 어제보다 2˚ 높아요",30,0.002ppm
604,거북,37.6040917567,126.9397546539,500,2019-08-09,적합,02-351-8009,서울특별시 은평구청,서울특별시 은평구,15,"맑음, 어제보다 2˚ 높아요",30,0.002ppm
605,장미동산(우),37.6040917567,126.9397546539,200,2019-08-09,부적합,02-351-8009,서울특별시 은평구청,서울특별시 은평구,15,"맑음, 어제보다 2˚ 높아요",30,0.002ppm
606,응암,37.5941517019,126.9261956704,200,2019-08-09,부적합,02-351-8009,서울특별시 은평구청,서울특별시 은평구,15,"맑음, 어제보다 2˚ 높아요",30,0.002ppm
607,동산,37.592388,127.10659,150,2019-03-28,적합,02-2094-2367,중랑구청 공원녹지과,서울특별시 중랑구,15,"구름많음, 어제보다 1˚ 낮아요",30,0.006ppm
608,송림천,37.59158,127.110374,80,2019-03-28,적합,02-2094-2367,중랑구청 공원녹지과,서울특별시 중랑구,15,"구름많음, 어제보다 1˚ 낮아요",30,0.006ppm
609,용마산,37.594974,127.109802,300,2019-03-28,적합,02-2094-2367,중랑구청 공원녹지과,서울특별시 중랑구,15,"구름많음, 어제보다 1˚ 낮아요",30,0.006ppm
610,면목지구,37.57933,127.098025,300,2019-03-28,적합,02-2094-2367,중랑구청 공원녹지과,서울특별시 중랑구,15,"구름많음, 어제보다 1˚ 낮아요",30,0.006ppm
611,용마제일,37.579254,127.099914,50,2019-03-28,적합,02-2094-2367,중랑구청 공원녹지과,서울특별시 중랑구,15,"구름많음, 어제보다 1˚ 낮아요",30,0.006ppm
612,태능지구,37.611289,127.082649,250,2019-03-28,적합,02-2094-2367,중랑구청 공원녹지과,서울특별시 중랑구,15,"구름많음, 어제보다 1˚ 낮아요",30,0.006ppm
613,성덕사,37.604114,127.085838,300,2019-03-28,적합,02-2094-2367,중랑구청 공원녹지과,서울특별시 중랑구,15,"구름많음, 어제보다 1˚ 낮아요",30,0.006ppm
614,북한산 옹달샘,37.6179970575,127.0018349432,50,2019-12-03,부적합,02-2241-3693,성북구청 공원녹지과,성북구 정릉동,12,"맑음, 어제보다 0˚ 높아요",30,0.005ppm
615,정릉동 옹달샘,37.6179970575,127.0018349432,50,2019-12-03,부적합,02-2241-3693,성북구청 공원녹지과,성북구 정릉동,12,"맑음, 어제보다 0˚ 높아요",30,0.005ppm
616,오읍약수터,37.7551982226,126.4844215395,120,2019-03-06,부적합,032-930-4193,강화읍사무소,인천광역시 강화군,13,"구름많음, 어제보다 2˚ 높아요",30,0.025ppm
617,찬우물약수터,37.7216611841,126.4752330909,150,2019-03-06,적합,032-930-4211,선원면사무소,인천광역시 강화군,13,"구름많음, 어제보다 2˚ 높아요",30,0.025ppm
618,약사사약수터,37.47187726,126.7128332,100,2019-10-01,부적합,032-453-2651,인천광역시 남동구청,인천광역시 남동구,13,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
619,범아가리약수터,37.406795,126.714486,100,2019-10-01,부적합,032-453-2651,인천광역시 남동구청,인천광역시 남동구,13,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
620,오봉산약수터,37.415001,126.733674,250,2019-10-01,적합,032-453-2651,인천광역시 남동구청,인천광역시 남동구,13,"맑음, 어제보다 2˚ 높아요",30,0.004ppm
